datetime,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2014-04-07 14:00:00,104.0,168.0,27.0,64.0,800.0,124.0,24.0,1007.1,-1.1,0.0,2.2
2014-04-07 15:00:00,114.0,153.0,24.0,46.0,700.0,175.0,24.4,1006.6,0.0,0.0,2.4
2014-04-07 16:00:00,109.0,139.0,24.0,37.0,600.0,203.0,24.3,1006.5,1.8,0.0,1.7
2014-04-07 17:00:00,95.0,144.0,24.0,26.0,600.0,197.0,23.0,1006.7,0.1,0.0,2.8
2014-04-07 18:00:00,109.0,137.0,23.0,27.0,700.0,188.0,21.2,1007.2,0.4,0.0,1.6
2014-04-07 19:00:00,91.0,136.0,25.0,37.0,800.0,162.0,18.9,1008.0,0.5,0.0,0.1
2014-04-07 20:00:00,105.0,150.0,23.0,42.0,900.0,138.0,16.8,1008.5,2.0,0.0,1.0
2014-04-07 21:00:00,115.0,152.0,20.0,58.0,1000.0,94.0,17.0,1009.0,2.6,0.0,1.3
2014-04-07 22:00:00,139.0,177.0,21.0,73.0,1300.0,75.0,13.3,1009.5,3.4,0.0,0.1
2014-04-07 23:00:00,149.0,181.0,18.0,73.0,1300.0,69.0,14.6,1010.0,2.8,0.0,1.9
2014-04-08 00:00:00,155.0,183.0,11.0,107.0,1400.0,24.0,14.5,1010.3,3.0,0.0,1.1
2014-04-08 01:00:00,178.0,233.0,25.0,152.0,1700.0,6.0,12.6,1010.5,3.5,0.0,0.6
2014-04-08 02:00:00,180.0,224.0,22.0,135.0,1600.0,5.0,10.6,1010.4,4.1,0.0,0.5
2014-04-08 03:00:00,179.0,190.0,10.0,109.0,1500.0,5.0,9.8,1010.5,5.2,0.0,0.9
2014-04-08 04:00:00,168.0,175.0,7.0,94.0,1500.0,5.0,9.2,1010.7,5.4,0.0,1.1
2014-04-08 05:00:00,156.0,161.0,5.0,78.0,1400.0,4.0,8.3,1011.0,5.2,0.0,0.8
2014-04-08 06:00:00,133.0,157.0,4.0,69.0,1400.0,4.0,9.5,1011.6,5.9,0.0,0.0
2014-04-08 07:00:00,133.0,157.0,4.0,69.0,1400.0,4.0,13.1,1011.8,6.9,0.0,1.0
2014-04-08 08:00:00,180.0,218.0,17.0,93.0,2200.0,5.0,15.4,1011.6,6.4,0.0,1.1
2014-04-08 09:00:00,196.0,241.0,48.0,118.0,2500.0,7.0,17.4,1011.6,6.9,0.0,1.3
2014-04-08 10:00:00,216.0,288.0,47.0,150.0,2600.0,9.0,19.7,1010.9,7.1,0.0,1.7
2014-04-08 11:00:00,230.0,278.0,49.0,140.0,2300.0,26.0,21.4,1009.8,6.5,0.0,2.6
2014-04-08 12:00:00,205.5,243.5,51.0,104.0,1900.0,85.5,23.1,1008.7,4.6,0.0,2.5
2014-04-08 13:00:00,181.0,209.0,53.0,68.0,1500.0,145.0,24.2,1007.9,4.0,0.0,2.5
2014-04-08 14:00:00,157.0,176.0,55.0,36.0,1200.0,201.0,24.8,1006.9,2.2,0.0,2.6
2014-04-08 15:00:00,151.0,165.0,55.0,26.0,1100.0,224.0,24.7,1006.2,5.0,0.0,3.8
2014-04-08 16:00:00,151.0,165.0,55.0,26.0,1100.0,224.0,24.6,1005.6,4.3,0.0,2.1
2014-04-08 17:00:00,149.0,155.0,53.0,26.0,1000.0,213.0,23.5,1005.7,4.4,0.0,3.0
2014-04-08 18:00:00,148.0,206.0,50.0,31.0,1000.0,202.0,22.9,1005.8,5.3,0.0,2.8
2014-04-08 19:00:00,153.0,206.0,47.0,38.0,1000.0,197.0,22.2,1006.5,6.0,0.0,1.8
2014-04-08 20:00:00,144.0,186.0,44.0,42.0,1000.0,176.0,21.7,1006.8,5.6,0.0,2.5
2014-04-08 21:00:00,142.0,160.0,38.0,42.0,1000.0,149.0,20.9,1006.7,5.7,0.0,1.1
2014-04-08 22:00:00,142.0,160.0,38.0,42.0,1000.0,149.0,19.8,1006.6,6.2,0.0,1.7
2014-04-08 23:00:00,139.0,161.0,33.0,52.0,1000.0,107.0,19.1,1006.3,6.9,0.0,2.1
2014-04-09 00:00:00,139.0,161.0,33.0,52.0,1000.0,107.0,18.4,1005.7,7.5,0.0,1.6
2014-04-09 01:00:00,141.0,152.0,36.0,55.0,1000.0,83.0,17.7,1005.3,8.3,0.0,1.4
2014-04-09 02:00:00,144.0,155.0,36.0,47.0,1000.0,87.0,15.5,1005.1,8.5,0.0,1.0
2014-04-09 03:00:00,145.0,156.0,36.0,40.0,900.0,85.0,14.1,1004.9,8.7,0.0,0.5
2014-04-09 04:00:00,145.0,156.0,36.0,40.0,900.0,85.0,12.9,1004.6,8.0,0.0,0.6
2014-04-09 05:00:00,116.0,134.0,10.0,48.0,1000.0,29.0,12.9,1005.5,9.2,0.0,1.6
2014-04-09 06:00:00,127.0,146.0,7.0,59.0,2000.0,14.0,13.9,1005.6,9.1,0.0,0.7
2014-04-09 07:00:00,148.0,162.0,8.0,71.0,1200.0,8.0,16.5,1006.2,9.2,0.0,0.7
2014-04-09 08:00:00,168.0,209.0,19.0,109.0,1500.0,7.0,18.0,1006.2,9.9,0.0,1.9
2014-04-09 09:00:00,183.0,245.0,30.0,118.0,1600.0,16.0,21.2,1005.6,9.7,0.0,1.9
2014-04-09 10:00:00,180.0,201.0,33.0,92.0,1400.0,50.0,26.4,1004.9,0.9,0.0,3.3
2014-04-09 11:00:00,154.0,67.0,26.0,67.0,1000.0,89.0,28.1,1004.1,-1.9,0.0,4.3
2014-04-09 12:00:00,38.0,36.0,7.0,21.0,400.0,114.0,29.1,1004.0,-4.4,0.0,4.9
2014-04-09 13:00:00,38.0,36.0,7.0,21.0,400.0,114.0,29.5,1004.0,-5.3,0.0,3.3
2014-04-09 14:00:00,27.0,168.0,4.0,21.0,300.0,112.0,29.2,1004.2,-3.1,0.0,1.9
2014-04-09 15:00:00,34.0,157.0,2.0,26.0,300.0,104.0,28.2,1005.0,-3.9,0.0,4.9
2014-04-09 16:00:00,33.0,144.0,2.0,31.0,300.0,99.0,27.2,1005.9,-3.6,0.0,3.6
2014-04-09 17:00:00,60.0,245.0,3.0,33.0,300.0,93.0,26.0,1007.0,-4.6,0.0,3.1
2014-04-09 18:00:00,60.0,245.0,3.0,33.0,300.0,93.0,23.8,1008.5,4.2,0.0,3.1
2014-04-09 19:00:00,58.0,329.0,2.0,41.0,300.0,84.0,22.4,1010.4,4.4,0.0,6.4
2014-04-09 20:00:00,62.0,309.0,8.0,48.0,500.0,90.0,21.1,1012.6,1.9,0.0,3.2
2014-04-09 21:00:00,102.0,289.0,8.8125,42.0,1100.0,113.0,19.6,1014.0,2.4,0.0,2.7
2014-04-09 22:00:00,104.0,352.0,9.625,49.0,1600.0,84.0,17.9,1015.4,4.5,0.0,2.4
2014-04-09 23:00:00,124.0,348.0,10.4375,53.0,2100.0,64.0,16.5,1016.5,4.5,0.0,1.9
2014-04-10 00:00:00,117.0,361.0,11.25,52.0,1900.0,55.0,15.7,1016.7,3.1,0.0,1.2
2014-04-10 01:00:00,119.0,384.0,12.0625,51.0,1800.0,48.0,15.5,1017.2,2.3,0.0,0.9
2014-04-10 02:00:00,99.0,356.0,12.875,50.0,1600.0,40.0,15.4,1017.1,1.9,0.0,1.1
2014-04-10 03:00:00,96.0,334.0,12.875,45.0,1500.0,41.0,15.1,1017.4,1.6,0.0,1.2
2014-04-10 04:00:00,89.0,291.0,12.875,56.0,1500.0,21.0,14.3,1017.4,2.5,0.0,0.7
2014-04-10 05:00:00,95.0,328.0,12.875,46.0,1600.0,36.0,14.3,1018.4,1.9,0.0,2.4
2014-04-10 06:00:00,90.0,382.0,12.875,53.0,1700.0,27.0,14.3,1019.1,1.5,0.0,0.9
2014-04-10 07:00:00,94.0,392.0,12.875,60.0,1300.0,22.0,14.9,1019.4,1.4,0.0,1.9
2014-04-10 08:00:00,78.0,404.75,12.875,49.0,900.0,34.0,15.2,1019.8,0.2,0.0,2.2
2014-04-10 09:00:00,78.0,417.5,12.875,49.0,900.0,34.0,16.1,1019.9,0.2,0.0,2.4
2014-04-10 10:00:00,82.0,430.25,12.875,43.0,1000.0,48.0,16.4,1019.7,-1.2,0.0,2.0
2014-04-10 11:00:00,82.0,443.0,12.875,32.0,1000.0,67.0,16.5,1019.3,-0.7,0.0,1.5
2014-04-10 12:00:00,82.0,402.5,21.0,30.0,900.0,62.0,17.0,1018.7,-0.3,0.0,2.0
2014-04-10 13:00:00,20.0,362.0,23.0,33.0,1000.0,63.0,18.0,1017.7,-0.8,0.0,2.6
2014-04-10 14:00:00,61.0,334.0,20.0,32.0,800.0,73.0,17.9,1016.8,-6.8,0.0,2.4
2014-04-10 15:00:00,52.0,290.0,17.0,32.0,700.0,78.0,17.3,1016.2,-5.3,0.0,2.5
2014-04-10 16:00:00,52.0,238.0,20.0,39.0,700.0,74.0,17.0,1016.1,-4.9,0.0,3.1
2014-04-10 17:00:00,45.0,195.0,23.0,42.0,1000.0,74.0,16.7,1016.0,-4.0,0.0,2.1
2014-04-10 18:00:00,52.0,225.0,34.0,47.0,1400.0,70.0,16.1,1016.1,-2.4,0.0,0.8
2014-04-10 19:00:00,59.0,219.0,34.0,47.0,1400.0,70.0,16.0,1016.4,-2.1,0.0,1.3
2014-04-10 20:00:00,60.0,233.0,35.0,52.0,1600.0,56.0,15.8,1016.8,-2.2,0.0,0.7
2014-04-10 21:00:00,66.0,206.0,34.0,57.0,1600.0,43.0,15.9,1017.2,-2.1,0.0,1.4
2014-04-10 22:00:00,68.0,232.0,39.0,62.0,1700.0,39.0,15.4,1017.0,-2.6,0.0,0.5
2014-04-10 23:00:00,75.0,282.0,40.0,75.0,1800.0,26.0,14.4,1016.4,1.3,0.0,0.6
2014-04-11 00:00:00,78.0,311.0,19.0,79.0,1800.0,10.0,14.5,1016.3,-0.4,0.0,1.5
2014-04-11 01:00:00,66.0,120.0,22.0,82.0,1400.0,6.0,13.8,1016.4,-0.7,0.0,1.2
2014-04-11 02:00:00,69.0,140.0,27.0,87.0,1700.0,4.0,13.6,1016.5,-1.2,0.0,1.4
2014-04-11 03:00:00,68.0,143.0,23.0,83.0,1700.0,3.0,13.3,1016.1,-0.4,0.0,2.0
2014-04-11 04:00:00,82.0,140.0,28.0,88.0,1900.0,3.0,12.7,1016.0,-0.2,0.0,1.8
2014-04-11 05:00:00,76.0,108.0,30.0,72.0,1600.0,20.0,12.4,1015.9,1.4,0.0,1.5
2014-04-11 06:00:00,82.0,108.0,32.0,77.0,1400.0,23.0,12.7,1016.0,0.4,0.0,1.5
2014-04-11 07:00:00,51.0,70.0,15.0,49.0,600.0,72.0,12.8,1016.8,-1.2,0.0,1.0
2014-04-11 08:00:00,44.0,68.0,11.0,43.0,600.0,85.0,13.0,1017.3,-0.3,0.0,1.1
2014-04-11 09:00:00,36.0,43.0,11.0,45.0,500.0,84.0,13.6,1017.4,0.6,0.0,1.5
2014-04-11 10:00:00,51.0,61.0,11.0,73.0,700.0,49.0,14.2,1016.9,0.8,0.0,2.0
2014-04-11 11:00:00,50.0,70.0,12.0,86.0,800.0,35.0,15.3,1015.8,-0.1,0.0,0.7
2014-04-11 12:00:00,48.0,57.0,11.0,65.0,600.0,58.0,16.1,1014.9,-1.5,0.0,1.1
2014-04-11 13:00:00,44.0,58.0,10.0,48.0,500.0,78.0,17.2,1013.9,-1.5,0.0,1.4
2014-04-11 14:00:00,31.0,41.0,8.0,33.0,400.0,104.0,17.5,1013.1,-2.8,0.0,2.3
2014-04-11 15:00:00,43.0,48.0,8.0,31.0,400.0,116.0,16.8,1012.6,-2.8,0.0,0.9
2014-04-11 16:00:00,41.0,59.0,9.0,26.0,400.0,123.0,16.7,1012.3,-1.9,0.0,1.5
2014-04-11 17:00:00,48.0,68.0,12.0,28.0,600.0,126.0,16.3,1012.0,-1.8,0.0,2.0
2014-04-11 18:00:00,45.0,60.0,14.0,32.0,700.0,117.0,15.5,1012.5,-2.5,0.0,1.6
2014-04-11 19:00:00,65.0,74.0,21.0,39.0,1000.0,98.0,15.0,1012.9,-1.2,0.0,2.1
2014-04-11 20:00:00,58.0,73.0,28.0,51.0,1300.0,68.0,14.5,1013.5,0.0,0.0,1.2
2014-04-11 21:00:00,58.0,83.0,19.0,51.0,1100.0,62.0,13.8,1013.7,0.1,0.0,0.9
2014-04-11 22:00:00,73.0,120.0,22.0,87.0,1900.0,18.0,13.1,1013.4,-2.4,0.0,1.2
2014-04-11 23:00:00,86.0,109.0,15.0,96.0,2100.0,4.0,10.9,1013.5,-1.5,0.0,0.7
2014-04-12 00:00:00,74.0,93.0,12.0,88.0,1600.0,5.0,10.7,1013.2,-2.4,0.0,1.4
2014-04-12 01:00:00,78.0,89.0,10.0,81.0,1400.0,5.0,9.4,1012.8,-1.7,0.0,0.6
2014-04-12 02:00:00,79.0,88.0,11.0,83.0,1500.0,4.0,8.5,1012.4,0.2,0.0,1.0
2014-04-12 03:00:00,83.0,97.0,8.0,82.0,1500.0,3.0,8.0,1012.2,1.2,0.0,1.0
2014-04-12 04:00:00,82.0,98.0,7.0,82.0,1500.0,3.0,6.9,1012.3,1.6,0.0,0.1
2014-04-12 05:00:00,95.0,104.0,5.0,69.0,1600.0,4.0,7.6,1012.6,1.9,0.0,0.7
2014-04-12 06:00:00,82.0,92.0,5.0,67.0,1600.0,4.0,9.1,1013.2,2.9,0.0,1.1
2014-04-12 07:00:00,90.0,131.0,6.0,73.0,1600.0,4.0,12.1,1013.3,1.7,0.0,1.0
2014-04-12 08:00:00,109.0,184.0,22.0,110.0,2200.0,6.0,14.7,1013.4,1.9,0.0,0.9
2014-04-12 09:00:00,128.0,213.0,31.0,128.0,2400.0,8.0,16.2,1013.4,1.9,0.0,1.0
2014-04-12 10:00:00,127.0,182.0,35.0,135.0,2000.0,10.0,17.9,1012.9,-0.4,0.0,0.7
2014-04-12 11:00:00,115.0,118.0,35.0,101.0,1500.0,43.0,19.0,1012.4,-2.6,0.0,2.3
2014-04-12 12:00:00,83.0,94.0,27.0,55.0,1000.0,94.0,19.8,1011.4,-2.0,0.0,2.1
2014-04-12 13:00:00,76.0,96.0,26.0,35.0,900.0,130.0,20.0,1010.5,-1.2,0.0,2.2
2014-04-12 14:00:00,86.0,96.0,25.0,27.0,800.0,153.0,20.7,1010.0,-1.2,0.0,3.2
2014-04-12 15:00:00,84.0,98.0,28.0,35.0,1000.0,139.0,20.7,1009.5,-0.6,0.0,2.1
2014-04-12 16:00:00,88.0,106.0,33.0,37.0,1200.0,144.0,20.2,1009.5,-0.5,0.0,2.5
2014-04-12 17:00:00,96.0,121.0,40.0,46.0,1600.0,145.0,19.8,1010.1,-0.8,0.0,1.9
2014-04-12 18:00:00,139.0,143.0,43.0,52.0,1900.0,150.0,18.8,1009.7,0.4,0.0,1.3
2014-04-12 19:00:00,134.0,136.0,37.0,50.0,1900.0,142.0,17.8,1011.1,-0.5,0.0,2.3
2014-04-12 20:00:00,105.0,111.0,31.0,55.0,1800.0,120.0,16.4,1011.6,0.1,0.0,1.9
2014-04-12 21:00:00,107.0,132.0,30.0,69.0,1600.0,93.0,14.9,1011.9,1.1,0.0,0.6
2014-04-12 22:00:00,98.0,152.0,33.0,108.0,1400.0,22.0,14.0,1012.4,1.6,0.0,1.2
2014-04-12 23:00:00,92.0,145.0,21.0,112.0,1500.0,5.0,11.9,1012.7,2.3,0.0,0.5
2014-04-13 00:00:00,98.0,137.0,18.0,83.0,1300.0,26.0,13.4,1012.7,4.8,0.0,1.2
2014-04-13 01:00:00,121.0,143.0,16.0,69.0,1100.0,28.0,12.1,1012.8,4.6,0.0,2.0
2014-04-13 02:00:00,128.0,135.0,12.0,64.0,1100.0,27.0,11.3,1012.9,4.7,0.0,1.4
2014-04-13 03:00:00,111.0,122.0,8.0,61.0,1200.0,14.0,10.2,1012.8,4.6,0.0,0.6
2014-04-13 04:00:00,118.0,135.0,6.0,68.0,1200.0,7.0,8.9,1012.8,4.7,0.0,0.8
2014-04-13 05:00:00,146.0,115.0,4.0,55.0,1200.0,5.0,8.3,1013.3,4.9,0.0,1.1
2014-04-13 06:00:00,147.0,112.0,4.0,48.0,1200.0,5.0,9.9,1014.0,5.9,0.0,0.8
2014-04-13 07:00:00,124.0,143.0,4.0,54.0,1400.0,5.0,12.1,1014.5,6.4,0.0,1.2
2014-04-13 08:00:00,139.0,186.0,20.0,113.0,1800.0,6.0,14.0,1014.9,6.6,0.0,1.3
2014-04-13 09:00:00,174.0,218.0,28.0,121.0,2000.0,7.0,16.2,1015.0,6.6,0.0,2.0
2014-04-13 10:00:00,183.0,223.0,33.0,128.0,1700.0,19.0,18.1,1014.6,6.3,0.0,1.2
2014-04-13 11:00:00,207.0,222.0,40.0,131.0,1600.0,38.0,20.3,1013.8,5.1,0.0,1.6
2014-04-13 12:00:00,186.0,205.0,44.0,97.0,1400.0,96.0,21.6,1013.0,4.6,0.0,3.3
2014-04-13 13:00:00,204.0,190.0,43.0,61.0,1200.0,165.0,22.4,1012.2,4.9,0.0,3.0
2014-04-13 14:00:00,165.0,189.0,39.0,34.0,1100.0,212.0,23.2,1011.3,5.6,0.0,2.1
2014-04-13 15:00:00,148.0,167.0,36.0,26.0,1000.0,232.0,23.5,1010.6,5.8,0.0,3.1
2014-04-13 16:00:00,170.0,178.0,34.0,24.0,1000.0,231.0,23.1,1010.5,6.8,0.0,2.1
2014-04-13 17:00:00,176.0,195.0,37.0,26.0,1100.0,232.0,22.4,1010.9,6.6,0.0,2.2
2014-04-13 18:00:00,150.0,163.0,32.0,25.0,1000.0,216.0,20.9,1011.4,6.4,0.0,1.4
2014-04-13 19:00:00,170.0,137.0,25.0,31.0,1000.0,183.0,19.3,1012.1,6.7,0.0,0.9
2014-04-13 20:00:00,132.0,154.0,21.0,36.0,1100.0,151.0,18.4,1012.7,7.2,0.0,0.7
2014-04-13 21:00:00,146.0,157.0,16.0,52.0,1200.0,97.0,15.6,1012.9,7.9,0.0,0.9
2014-04-13 22:00:00,135.0,180.0,13.0,78.0,1400.0,58.0,15.8,1013.1,8.8,0.0,1.4
2014-04-13 23:00:00,156.0,188.0,11.0,100.0,1600.0,27.0,15.9,1013.3,9.3,0.0,1.7
2014-04-14 00:00:00,217.0,263.0,28.0,160.0,1900.0,8.0,15.1,1013.2,9.5,0.0,1.1
2014-04-14 01:00:00,217.0,259.0,28.0,139.0,2400.0,6.0,13.2,1013.2,9.1,0.0,1.3
2014-04-14 02:00:00,230.0,254.0,21.0,119.0,2500.0,6.0,12.0,1013.1,8.8,0.0,0.9
2014-04-14 03:00:00,210.0,250.0,25.0,109.0,2200.0,5.0,11.5,1012.9,8.7,0.0,0.9
2014-04-14 04:00:00,218.0,242.0,26.0,103.0,2500.0,4.0,11.0,1013.2,8.6,0.0,0.7
2014-04-14 05:00:00,245.0,213.0,17.0,83.0,2600.0,4.0,10.2,1013.7,8.1,0.0,0.6
2014-04-14 06:00:00,226.0,186.0,8.0,66.0,2400.0,4.0,12.1,1014.4,9.1,0.0,0.9
2014-04-14 07:00:00,188.0,202.0,7.0,64.0,2300.0,4.0,13.8,1014.1,9.2,0.0,1.2
2014-04-14 08:00:00,192.0,236.0,21.0,91.0,2300.0,8.0,15.7,1014.5,9.8,0.0,2.0
2014-04-14 09:00:00,220.0,261.0,44.0,104.0,2400.0,13.0,17.8,1014.2,10.7,0.0,0.8
2014-04-14 10:00:00,235.0,264.0,49.0,106.0,2400.0,30.0,19.9,1013.7,10.3,0.0,1.6
2014-04-14 11:00:00,248.0,284.0,58.0,112.0,2500.0,61.0,21.9,1012.6,11.3,0.0,0.7
2014-04-14 12:00:00,263.0,299.0,55.0,103.0,2400.0,111.0,23.3,1012.0,11.4,0.0,2.2
2014-04-14 13:00:00,260.0,288.0,52.0,84.0,2000.0,153.0,24.5,1010.9,11.4,0.0,2.5
2014-04-14 14:00:00,231.0,251.0,46.0,59.0,1800.0,198.0,25.2,1010.0,11.7,0.0,1.3
2014-04-14 15:00:00,254.0,223.0,46.0,42.0,1700.0,218.0,25.4,1009.4,11.6,0.0,1.7
2014-04-14 16:00:00,204.0,187.0,46.0,26.0,1400.0,211.0,25.1,1009.0,12.3,0.0,2.4
2014-04-14 17:00:00,160.0,205.0,52.0,27.0,1600.0,202.0,24.2,1008.9,12.5,0.0,3.1
2014-04-14 18:00:00,179.0,223.0,47.0,32.0,1600.0,198.0,23.1,1009.4,12.4,0.0,2.0
2014-04-14 19:00:00,199.0,234.0,39.0,41.0,1600.0,182.0,21.2,1010.0,12.9,0.0,1.1
2014-04-14 20:00:00,199.0,228.0,27.0,51.0,1700.0,133.0,21.5,1010.5,13.1,0.0,2.2
2014-04-14 21:00:00,210.0,258.0,19.0,74.0,1900.0,70.0,22.1,1010.5,8.9,0.0,3.6
2014-04-14 22:00:00,217.0,118.0,30.0,60.0,1500.0,78.0,21.5,1010.7,7.3,0.0,2.3
2014-04-14 23:00:00,86.0,36.0,29.0,36.0,800.0,81.0,20.2,1011.4,7.2,0.0,1.9
2014-04-15 00:00:00,58.0,36.0,22.0,39.0,600.0,78.0,19.8,1011.7,7.5,0.0,1.0
2014-04-15 01:00:00,47.0,58.0,16.0,43.0,600.0,66.0,18.3,1011.9,7.7,0.0,1.0
2014-04-15 02:00:00,47.0,58.0,16.0,43.0,600.0,66.0,15.7,1012.2,8.2,0.0,0.8
2014-04-15 03:00:00,39.0,51.0,8.0,46.0,500.0,45.0,14.6,1012.5,8.3,0.0,0.9
2014-04-15 04:00:00,49.0,71.0,6.0,46.0,600.0,5.0,13.2,1013.3,8.7,0.0,1.4
2014-04-15 05:00:00,50.0,63.0,5.0,75.0,700.0,4.0,12.9,1014.3,9.2,0.0,1.2
2014-04-15 06:00:00,50.0,63.0,5.0,75.0,700.0,4.0,16.7,1015.3,10.5,0.0,1.2
2014-04-15 07:00:00,50.0,63.0,4.0,74.0,700.0,4.0,17.8,1016.4,10.9,0.0,1.3
2014-04-15 08:00:00,50.0,63.0,4.0,74.0,700.0,4.0,20.0,1017.1,11.2,0.0,2.5
2014-04-15 09:00:00,105.0,134.0,36.0,67.0,1700.0,38.0,21.1,1017.2,11.7,0.0,2.5
2014-04-15 10:00:00,120.0,141.0,41.0,60.0,2600.0,66.0,21.3,1016.6,11.3,0.0,2.4
2014-04-15 11:00:00,85.0,90.0,36.0,34.0,1100.0,112.0,21.4,1015.8,11.4,0.0,3.3
2014-04-15 12:00:00,74.0,97.0,32.0,29.0,900.0,128.0,20.4,1015.5,4.0,0.0,4.0
2014-04-15 13:00:00,107.0,75.0,27.0,35.0,800.0,122.0,20.5,1015.2,1.3,0.0,2.8
2014-04-15 14:00:00,71.0,153.0,24.0,32.0,600.0,90.0,20.6,1014.6,1.4,0.0,3.9
2014-04-15 15:00:00,46.0,126.0,19.0,24.0,600.0,84.0,19.7,1014.4,0.7,0.0,2.2
2014-04-15 16:00:00,33.0,112.0,19.0,29.0,600.0,69.0,18.4,1014.4,-1.0,0.0,3.2
2014-04-15 17:00:00,21.0,87.0,19.0,32.0,800.0,65.0,17.8,1013.7,-1.0,0.0,1.3
2014-04-15 18:00:00,22.0,93.0,13.0,37.0,500.0,60.0,17.0,1014.3,-1.7,0.0,2.3
2014-04-15 19:00:00,30.0,103.0,12.0,54.0,900.0,43.0,16.1,1014.7,-2.0,0.0,1.5
2014-04-15 20:00:00,45.0,109.0,16.0,62.0,1100.0,33.0,15.7,1015.3,-2.3,0.0,1.2
2014-04-15 21:00:00,29.0,109.0,11.0,60.0,900.0,24.0,14.7,1014.9,-1.8,0.0,1.2
2014-04-15 22:00:00,34.0,60.0,11.0,60.0,600.0,23.0,15.5,1014.7,-2.5,0.0,1.3
2014-04-15 23:00:00,28.0,73.0,11.0,60.0,500.0,21.0,15.3,1014.4,-2.7,0.0,1.5
2014-04-16 00:00:00,29.0,77.0,11.0,55.0,500.0,23.0,14.4,1013.7,-2.5,0.0,0.0
2014-04-16 01:00:00,39.0,56.0,9.0,56.0,500.0,22.0,14.1,1012.7,-0.4,0.0,1.0
2014-04-16 02:00:00,38.0,72.0,8.0,61.0,500.0,18.0,13.9,1012.4,-0.6,0.0,1.0
2014-04-16 03:00:00,34.0,111.0,6.0,62.0,500.0,6.0,13.1,1011.9,0.5,0.0,0.0
2014-04-16 04:00:00,42.0,90.0,6.0,73.0,500.0,4.0,12.7,1011.5,2.5,0.0,0.0
2014-04-16 05:00:00,39.0,65.0,6.0,67.0,600.0,3.0,12.7,1011.5,2.2,0.0,0.0
2014-04-16 06:00:00,38.0,67.0,6.0,63.0,700.0,4.0,13.3,1011.5,3.4,0.0,0.4
2014-04-16 07:00:00,49.0,82.0,7.0,64.0,700.0,4.0,14.7,1011.8,3.5,0.0,1.0
2014-04-16 08:00:00,36.0,69.0,11.0,70.0,700.0,4.0,15.9,1011.9,2.3,0.0,0.3
2014-04-16 09:00:00,32.0,58.0,17.0,74.0,800.0,11.0,17.3,1011.6,-6.6,0.0,1.2
2014-04-16 10:00:00,29.0,41.0,22.0,68.0,700.0,33.0,18.1,1011.2,-7.4,0.0,1.0
2014-04-16 11:00:00,43.0,77.0,18.0,63.0,700.0,49.0,18.9,1010.3,-7.5,0.0,0.7
2014-04-16 12:00:00,56.0,80.0,17.0,59.0,600.0,60.0,19.9,1009.5,-6.7,0.0,1.0
2014-04-16 13:00:00,45.0,93.0,15.0,55.0,600.0,73.0,20.7,1008.6,-6.1,0.0,2.7
2014-04-16 14:00:00,52.0,84.0,13.0,50.0,600.0,90.0,20.7,1007.8,-6.1,0.0,1.8
2014-04-16 15:00:00,49.0,103.0,13.0,47.0,600.0,102.0,20.9,1007.2,-5.9,0.0,0.8
2014-04-16 16:00:00,47.0,85.0,11.0,38.0,500.0,111.0,20.5,1006.8,-5.4,0.0,1.9
2014-04-16 17:00:00,44.0,98.0,12.0,46.0,500.0,112.0,20.0,1006.7,-3.7,0.0,1.6
2014-04-16 18:00:00,45.0,124.0,15.0,50.0,600.0,114.0,18.8,1006.5,-2.8,0.0,1.4
2014-04-16 19:00:00,62.0,135.0,17.0,71.0,700.0,87.0,16.2,1007.0,-1.9,0.0,0.0
2014-04-16 20:00:00,63.0,174.0,16.0,86.0,1100.0,46.0,15.0,1007.0,0.8,0.0,0.6
2014-04-16 21:00:00,69.0,148.0,10.0,82.0,900.0,20.0,14.7,1006.9,0.9,0.0,0.4
2014-04-16 22:00:00,75.0,112.0,10.0,103.0,1000.0,5.0,15.3,1006.5,1.0,0.0,0.5
2014-04-16 23:00:00,84.0,99.0,17.0,103.0,1100.0,8.0,16.3,1006.5,-1.8,0.0,1.0
2014-04-17 00:00:00,94.0,171.0,17.0,102.0,1300.0,6.0,16.7,1006.3,-2.9,0.0,1.0
2014-04-17 01:00:00,101.0,126.0,23.0,108.0,1500.0,5.0,15.4,1005.6,-0.8,0.0,1.6
2014-04-17 02:00:00,91.0,108.0,23.0,101.0,1400.0,5.0,15.0,1005.6,0.4,0.0,1.2
2014-04-17 03:00:00,73.0,81.0,21.0,95.0,1400.0,4.0,14.6,1006.3,3.1,0.0,1.6
2014-04-17 04:00:00,92.0,200.0,37.0,112.0,1300.0,7.0,12.7,1006.9,7.2,0.0,1.1
2014-04-17 05:00:00,106.0,212.0,8.0,101.0,1400.0,4.0,11.5,1007.2,9.7,0.0,0.8
2014-04-17 06:00:00,94.0,158.0,4.0,83.0,1400.0,3.0,11.3,1007.8,9.6,0.0,0.0
2014-04-17 07:00:00,84.0,111.0,3.0,77.0,1300.0,3.0,11.4,1008.6,9.5,0.0,1.4
2014-04-17 08:00:00,83.0,109.0,3.0,83.0,1500.0,4.0,11.6,1009.1,9.5,0.0,1.2
2014-04-17 09:00:00,71.0,96.0,6.0,105.0,1700.0,5.0,11.3,1009.6,8.7,0.0,2.6
